studyTitle,studyYear,studyJournal,studyVolume,studyPages,eventDate,eventYear,eventLocation.country,eventLocation.degreesLat,eventLocation.minutesLat,eventLocation.secondsLat,eventLocation.degreesLon,eventLocation.minutesLon,eventLocation.secondsLon,lat,long,vertebrateClass,speciesName,Egg,Larva,Juvenile,Adult,speciesAffectedType,populationType,screeningReason,numInvolved,totalAnimalsTested,totalAnimalsConfirmedInfected,totalAnimalsConfirmedDiseased,Isolation,EM,PCR,qPCR,Sequencing,genBankAccessionNumbers,ranaSpecies,Year,speciesGenus,Genus,Order,Family
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–292,10/31/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–293,11/07/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–294,11/07/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–295,11/07/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–296,11/11/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–297,11/11/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–298,11/17/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–299,11/17/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–300,11/17/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–301,11/17/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–302,11/17/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–303,11/20/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–304,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–305,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–306,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–307,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–308,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–309,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Dynamics in an Invasive Frog Compared to Native Species,2019,EcoHealth,16,222–310,11/25/2014,2014,USA,31,4,29.23446,-81,24,55.792296,31.07478735,-81.41549786,amphibian,Eleutherodactylus planirostris,0,0,0,1,introduced,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2014,Eleutherodactylus,Eleutherodactylus,Anura,Eleutherodactylidae
Pathogen Risk Analysis for Wild Amphibian Populations Following the First Report of a Ranavirus Outbreak in Farmed American Bullfrogs (Lithobates catesbeianus) from Northern Mexico.,2019,Viruses,11,26,03/30/2017,2017,Mexico,25,34,8.596272,-108,28,13.6866,25.56905452,-108.4704685,amphibian,Lithobates catesbeianus,0,0,0,1,introduced,production,mortality,NA,5,4,5,0,0,1,0,1,"MK204475-8, MH247258",FV3,2017,Lithobates,Rana,Anura,Ranidae
State-wide survey of amphibian pathogens in green frogs (Lithobates  clamitans melanota) reveals high chytrid intection intensities in constructed wetlands,2019,Herpetological Conservation and Biology,14,199-211,06/01/2013,2013,USA,40,45,17.21538,-77,35,5.355744,40.75478205,-77.58482104,amphibian,Lithobates clamitans melanota,0,1,0,0,native,wild,routine,NA,60,5,NA,1,0,1,0,1,NA,FV3,2013,Lithobates,Rana,Anura,Ranidae
State-wide survey of amphibian pathogens in green frogs (Lithobates  clamitans melanota) reveals high chytrid intection intensities in constructed wetlands,2019,Herpetological Conservation and Biology,14,199-211,06/01/2013,2013,USA,40,25,45.919776,-77,40,21.761976,40.42942216,-77.67271166,amphibian,Lithobates clamitans melanota,0,1,0,0,native,wild,routine,NA,60,1,NA,1,0,1,0,1,NA,FV3,2013,Lithobates,Rana,Anura,Ranidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2012,2012,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,17,5,NA,0,0,1,1,1,NA,FV3,2012,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2013,2013,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,30,4,NA,0,0,1,1,1,NA,FV3,2013,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2014,2014,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,31,5,NA,0,0,1,1,1,NA,FV3,2014,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2015,2015,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,30,2,NA,0,0,1,1,1,NA,FV3,2015,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2016,2016,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,30,4,NA,0,0,1,1,1,NA,FV3,2016,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2017,2017,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,15,0,NA,0,0,1,1,1,NA,FV3,2017,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,01/01/2018,2018,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,10,2,NA,0,0,1,1,1,NA,FV3,2018,Xenopus,Xenopus,Anura,Pipidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,09/01/2018,2018,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,amphibian,Pelophylax perezi,0,0,1,1,native,wild,routine,NA,41,12,NA,0,0,1,1,1,NA,FV3,2018,Pelophylax,Pelophylax,Anura,Ranidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,09/01/2018,2018,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,fish,Iberochondrostoma lusitanicum,0,0,1,1,native,wild,routine,NA,82,43,NA,0,0,1,1,1,NA,FV3,2018,Iberochondrostoma,Iberochondrostoma,Cypriniformes,Cyprinidae
The role of the invasive African clawed frog as vector of Ranavirus for native fishes and amphibians,2019,"Dissertation of Catarina Dias Coutinho, Universidade de Lisboa",NA,NA,09/01/2018,2018,Portugal,38,44,0,-9,18,0,38.73333333,-9.3,fish,Cobitis paludica,0,0,1,1,native,wild,routine,NA,13,13,NA,0,0,1,1,1,NA,FV3,2018,Cobitis,Cobitis,Cypriniformes,Cobitidae
Genome Sequence of a Ranavirus Isolated from a Red-Eared Slider (Trachemys scripta elegans) in Poland,2020,Microbiology Resource Announcement,9,e00781-20,06/01/2015,2015,Poland,51,13,44,23,8,26,51.22888889,23.14055556,reptile,Trachemys scripta elegans,0,0,0,1,introduced,wild,mortality,NA,1,1,NA,1,0,0,1,1,MT452035,CMTV,2015,Trachemys,Trachemys,Testudines,Emydidae
Iridovírus izolálása törpeharcsából Magyarországon,2017,Fisheries & Aquaculture Development,36,34-32,06/01/2008,2008,Hungary,46,15,10.578924,20,8,49.82784,46.25293859,20.1471744,fish,Ameiurus nebulosus,0,0,1,1,introduced,wild,mortality,NA,11,NA,NA,1,0,1,0,1,JF748832,EHNV,2008,Ameiurus,Ameiurus,Siluriformes,Ictaluridae
Pathogen Surveillance and Detection of Ranavirus (Frog virus 3) in Translocated Gopher Tortoises (Gopherus polyphemus).,2020,Journal of Wildlife Diseases,56,679-683,01/01/2015,2015,USA,30,32,51,-86,0,59,30.5475,-86.01638889,reptile,Gopherus polyphemus,0,0,0,1,native,zoological,mortality,NA,14,0,0,0,0,0,1,0,NA,NA,2015,Gopherus,Gopherus,Testudines,Testudinidae
Pathogen Surveillance and Detection of Ranavirus (Frog virus 3) in Translocated Gopher Tortoises (Gopherus polyphemus).,2020,Journal of Wildlife Diseases,56,679-683,01/01/2016,2016,USA,30,32,51,-86,0,59,30.5475,-86.01638889,reptile,Gopherus polyphemus,0,0,0,1,native,zoological,mortality,NA,53,15,10,0,0,0,1,0,NA,NA,2016,Gopherus,Gopherus,Testudines,Testudinidae
Pathogen Surveillance and Detection of Ranavirus (Frog virus 3) in Translocated Gopher Tortoises (Gopherus polyphemus).,2020,Journal of Wildlife Diseases,56,679-683,01/01/2017,2017,USA,30,32,51,-86,0,59,30.5475,-86.01638889,reptile,Gopherus polyphemus,0,0,0,1,native,zoological,mortality,NA,74,0,0,0,0,0,1,0,NA,NA,2017,Gopherus,Gopherus,Testudines,Testudinidae
"CMTV-like ranavirus infection associated with high mortality in captive catfish-like loach, Triplophysa siluorides, in China.",2020,Transboundary and Emerging Diseases,67,1330-1335,01/01/2020,2020,China,30,49,19.82316,103,18,34.50276,30.8221731,103.3095841,fish,Triplophysa siluorides,0,0,0,1,introduced,production,mortality,>30000,10,10,10,1,1,1,0,1,FYLl20220,CMTV,2020,Triplophysa,Triplophysa,Actinopterygii,Nemacheilidae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,09/01/2014,2014,Denmark,62,10,50.68704,-6,59,15.31644,62.1807464,-6.9875879,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678515,ENAR,2014,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,09/01/2014,2014,Denmark,62,10,50.68704,-6,59,15.31644,62.1807464,-6.9875879,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678516,ENAR,2014,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,10/01/2014,2014,Denmark,62,10,50.68704,-6,59,15.31644,62.1807464,-6.9875879,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678517,ENAR,2014,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,03/01/2015,2015,Denmark,62,10,50.68704,-6,59,15.31644,62.1807464,-6.9875879,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678518,ENAR,2015,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,04/01/2015,2015,Iceland,63,56,17.72592,-22,32,46.6944,63.9382572,-22.546304,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678512,ENAR,2015,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,10/01/2015,2015,Denmark,62,10,50.68704,-6,59,15.31644,62.1807464,-6.9875879,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678519,ENAR,2015,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,10/01/2015,2015,Denmark,62,7,36.7086,-7,24,38.0214,62.1268635,-7.4105615,fish,Cyclopterus lumpus,0,0,1,0,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678520,ENAR,2015,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,11/01/2015,2015,Denmark,62,10,50.68704,-6,59,15.31644,62.1807464,-6.9875879,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678521,ENAR,2015,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,04/01/2016,2016,Iceland,63,56,17.72592,-22,32,46.6944,63.9382572,-22.546304,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678513,ENAR,2016,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,04/01/2016,2016,Scotland,56,53,0.06864,-4,16,16.7952,56.8833524,-4.271332,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678522,ENAR,2016,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,07/01/2016,2016,Iceland,64,58,0.06564,-23,2,23.1216,64.9666849,-23.039756,fish,Cyclopterus lumpus,0,0,0,1,native,wild,routine,NA,NA,1,NA,1,1,1,0,1,MF678514,ENAR,2016,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
Characterization of ranaviruses isolated from lumpfish Cyclopterus lumpus L. in the North Atlantic area: proposal for a new ranavirus species (European North Atlantic Ranavirus).,2020,Journal of General Virology,101,198-207,07/01/2016,2016,Ireland,51,41,1.89852,-9,39,37.76724,51.6838607,-9.6604909,fish,Cyclopterus lumpus,0,0,1,0,native,production,mortality,NA,NA,1,NA,1,1,1,0,1,MF678523,ENAR,2016,Cyclopterus,Cyclopterus,Scorpaeniformes,Cyclopteridae
"Geographic and individual determinants of important amphibian pathogens in hellbenders (Cryptobranchus alleganiensis) in Tennessee and Arkansas, USA",2020,Journal of Wildlife Diseases,56,803-814,01/01/2014,2014,USA,35,55,44.956596,-92,44,35.337624,35.92915461,-92.74314934,amphibian,Cryptobranchus alleganiensis,0,0,1,1,native,wild,routine,NA,84,5,NA,0,0,0,1,0,NA,NA,2014,Cryptobranchus,Cryptobranchus,Urodela,Cryptobranchidae
"Geographic and individual determinants of important amphibian pathogens in hellbenders (Cryptobranchus alleganiensis) in Tennessee and Arkansas, USA",2020,Journal of Wildlife Diseases,56,803-814,01/01/2014,2014,USA,35,43,0.9705,-87,43,59.689812,35.71693625,-87.73324717,amphibian,Cryptobranchus alleganiensis,0,0,1,1,native,wild,routine,NA,36,4,NA,0,0,0,1,0,NA,NA,2014,Cryptobranchus,Cryptobranchus,Urodela,Cryptobranchidae
"Geographic and individual determinants of important amphibian pathogens in hellbenders (Cryptobranchus alleganiensis) in Tennessee and Arkansas, USA",2020,Journal of Wildlife Diseases,56,803-814,01/01/2014,2014,USA,36,3,46.359864,-83,35,38.19786,36.06287774,-83.59394385,amphibian,Cryptobranchus alleganiensis,0,0,1,1,native,wild,routine,NA,79,8,NA,0,0,0,1,0,NA,NA,2014,Cryptobranchus,Cryptobranchus,Urodela,Cryptobranchidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-768,01/01/2016,2016,Australia,-35,16,58.716624,149,7,21.88308,-35.28297684,149.1227453,reptile,Pogona vitticeps,0,0,1,1,native,zoological,routine,NA,67,29,NA,1,0,0,1,0,NA,NA,2016,Pogona,Pogona,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-769,01/01/2016,2016,Australia,-32,47,3.068088,151,55,18.29532,-32.78418558,151.9217487,reptile,Intellagama lesueurii lesueurii,0,0,1,1,native,zoological,routine,NA,2,1,NA,1,0,0,1,0,NA,NA,2016,Intellagama,Intellagama,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-770,01/01/2016,2016,Australia,-32,47,3.068088,151,55,18.29532,-32.78418558,151.9217487,reptile,Pogona vitticeps,0,0,1,1,native,zoological,routine,NA,7,0,NA,1,0,0,1,0,NA,NA,2016,Pogona,Pogona,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-771,01/01/2016,2016,Australia,-32,47,3.068088,151,55,18.29532,-32.78418558,151.9217487,reptile,Chlamydosaurus kingii,0,0,1,1,introduced,zoological,routine,NA,1,0,NA,1,0,0,1,0,NA,NA,2016,Chlamydosaurus,Chlamydosaurus,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-772,01/01/2016,2016,Australia,-32,47,3.068088,151,55,18.29532,-32.78418558,151.9217487,reptile,Tiliqua scincoides,0,0,1,1,native,zoological,routine,NA,2,0,NA,1,0,0,1,0,NA,NA,2016,Tiliqua,Tiliqua,Squamata,Scincidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-773,01/01/2016,2016,Australia,-32,47,3.068088,151,55,18.29532,-32.78418558,151.9217487,reptile,Tiliqua rugosa,0,0,1,1,introduced,zoological,routine,NA,3,0,NA,1,0,0,1,0,NA,NA,2016,Tiliqua,Tiliqua,Squamata,Scincidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-774,01/01/2016,2016,Australia,-19,16,37.842348,146,45,58.5288,-19.27717843,146.766258,reptile,Chlamydosaurus kingii,0,0,1,1,native,zoological,routine,NA,1,0,NA,1,0,0,1,0,NA,NA,2016,Chlamydosaurus,Chlamydosaurus,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-775,01/01/2016,2016,Australia,-19,6,13.084884,146,18,48.7656,-19.10363469,146.313546,reptile,Hypsilurus boydii,0,0,1,1,native,wild,routine,NA,1,1,NA,1,0,0,1,0,NA,NA,2016,Hypsilurus,Hypsilurus,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-776,01/01/2016,2016,Australia,-19,6,13.084884,146,18,48.7656,-19.10363469,146.313546,reptile,Intellagama lesueurii lesueurii,0,0,1,1,native,wild,routine,NA,32,23,NA,1,0,0,1,0,NA,NA,2016,Intellagama,Intellagama,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-777,01/01/2016,2016,Australia,-18,31,1.620552,145,47,18.78936,-18.51711682,145.7885526,reptile,Intellagama lesueurii lesueurii,0,0,1,1,native,wild,routine,NA,2,2,NA,1,0,0,1,0,NA,NA,2016,Intellagama,Intellagama,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-778,01/01/2016,2016,Australia,-17,46,36.060492,145,41,59.51364,-17.77668347,145.6998649,reptile,Intellagama lesueurii lesueurii,0,0,1,1,native,wild,routine,NA,1,1,NA,1,0,0,1,0,NA,NA,2016,Intellagama,Intellagama,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-779,01/01/2016,2016,Australia,-17,26,34.246572,145,51,28.35324,-17.44284627,145.8578759,reptile,Intellagama lesueurii lesueurii,0,0,1,1,native,wild,routine,NA,2,2,NA,1,0,0,1,0,NA,NA,2016,Intellagama,Intellagama,Squamata,Agamidae
Ranaviruses in captive and wild Australian lizards,2020,FACETS,5,758-780,01/01/2016,2016,Australia,-20,33,15.275664,146,6,40.22784,-20.55424324,146.1111744,reptile,Diporiphora nobbi,0,0,1,1,native,wild,routine,NA,4,4,NA,1,0,0,1,0,NA,NA,2016,Diporiphora,Diporiphora,Squamata,Agamidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,54,47.16,16,11,31.2,46.9131,16.192,amphibian,Triturus carnifex,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,51,53.28,16,20,24,46.8648,16.34,amphibian,Triturus carnifex,0,0,1,1,native,wild,routine,NA,3,1,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,53,59.28,16,27,53.28,46.8998,16.4648,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
